,ID,text,labels
2479,1348788878648504320t, Probably the Novavax vaccine . It is spike glycoprotein made in the lab . They straight up deliver the glycoprotein into people . Glyco stands for glycans ( sugar ) .,ingredients
7364,1339957293845278722t,"   It's a common reaction to any needle or similar object being inserted into your body , it happens to me too If you think I'm defending the vaccine by saying this , you're wrong , I'm against it because long term effects are completely unknown + Pfizer CEO wont even take it",side-effect
7404,1293350826686152704t,  When I think of Russian Covid - 19 vaccines ; I ’ m thinking conspiracy theory ; biological weapons . No thank you ! I knew that any country that claims to have a proven vaccine would be highly sought . $ $ $ 😎 🥄 - MABMIA - #BidenHarris2020,conspiracy country
2866,1293343503875940353t,I ’ d rather catch Covid than take that Russian vaccine ! 🤣 🤣 🤣,country
2965,1255582173534486528t,"     They call it vaccine injury , not specific to one cause . There is enough evidence to say correlation , but that doesn ’ t mean causation . So they look at the chemicals added to preserve the vaccine , which can cause harm . ( Not to everyone ) . That ’ s why they look for safer vaccines .",ingredients
860,1279042343182585856t,"Who wants scientific process to spoil the show ? “ date in advance for the release of a new vaccine before a clinical trial has even begun , "" says Indian Journal of Medical Ethics #COVID19Pandemic #COVAXIN ",rushed
287,1316354712166379520t,"      Agree , then use Bill Gates assets to compensate those affected , just before he gets injected in the eye with his beloved Moderna vaccine .",pharma
7908,1302555697092202496t,"   Well , they haven't done any such thing . The Ox vaccine is a dud , preventing neither transmission or infection . Moderna has shared no useful information in this regard , but has definitely shown a worrying adverse effect profile . Who in their right mind will buy this nonsense .",ineffective
6565,1335253835720380416t,"  The Pfizer vaccine will not confer protection on others , I get the vaccine , I suffer less , I remain contagious and at work now because "" I got a shot "" ... so let's not pretend current vaccine candidates are going to protect others ... we don't have that data , says Pfizer CEO .",side-effect
8424,1432672464463704065t,Natural immunity is by far stronger than immunity conferred by the Pfizer vaccine . Video from From the Hill TV . The narrative is finally changing . ,unnecessary
7718,1246492673382498305t,  Watching his TED talk where he literally says we can have good results with depopulation via vaccines convinced me . He can keep his covid vaccines . I ’ ll take my changes .,conspiracy
3114,1353373809781338113t,"   ... 55 lakh dosages of untested vaccine on the population and you think , that ’ s a good job ? Only reason you don ’ t hear backlash in India cause the govt won ’ t cover it . There is a hunger strike call by IMA on Feb 1 , do check it out .",rushed
5298,1424212580386619393t, Add to that bio warfare . There is no doubt in my mind that covid was deliberately released . And the western vaccines are in the main responsible for mutations . Our stupid elite are rushing for moderna because theyve bought the fear .,conspiracy rushed side-effect
9729,1279068816044101632t,"Oxford vaccine trial  VACCINE SAFETY FRAUD placebo is vaccine , for meningococcal meningitis . That ’ s because #VaccinesWork can cause minor side - effects , such as fever ; if the placebo was a saline solution , and I ’ d got those side - effects",side-effect
5371,1363252661689147393t,"I ’ m not sure how  can justify running a vaccine trial in late - term pregnant women based on the preclinical data , the miscarriages that have already been reported , and the very low risk of #Covid to healthy pregnant women . At the least don ’ t they need more animal studies ? ",rushed
9418,1369205917279993858t, Google UK Medical Freedom Alliance open letter to UK Government over concernes in deaths after receiving the the covid vaccine . Start researching the depopulation agenda . Eugenics groups running the vaccine companies .,conspiracy side-effect
886,1310931118548369409t,"  Anything Gottlieb can do to keep panic alive until him and Pfizer and rest of grifters can make tens of billions on vaccines , testing , and antivirals he will do . He is constantly wrong and conflicted but if u look at it from his incentives , u can predict what he will say . Always .",pharma
2371,1298684728204288000t," 🌏 Make this go Viral ! ! 🌏 Human 2.0 Vaccine Anyone ? GMO RNA ( Vaccine ingredients questionable as is + Mutant genes = increased cancers & autoimmune diseases ) , Digital Vaccine ( human tracking ) , 5G , AI - Luciferase ? UnNatural ... Elon / Moderna / MIT / Gates - ID2020 ! ! ",conspiracy ingredients
4082,1297615833984667648t,"   Yet most of them still here in existence . Remember the Ebola outbreak under Obama . So , you got that . See vaccines don ’ t stop the viruses or diseases . With Covid it was a new mutated strain . No one had a vaccine . I wouldn ’ t take it anyway and even with a vaccine Cont .",ineffective
6060,1363914953686671362t,"   Oh I totally believe Gates is in on this . I do use DuckDuckGo , and I ’ m against the vaccine , due to the possibility of severing our God - given DNA ... so I guess for religious reasons you can say . But curious as to why surgeons don ’ t get sick . I just have lots of questions .",pharma religious
5663,1390412924225835011t,"While people around the world stressed out / burnt out dealing with this pandemic , this couple gave big happy smile , felt no sadness for the 3.1 M lives lost from Covid - 19 ; I guess they made tons of money from their Pfizer vaccine , or they are one of these several giant corporations",pharma
4429,1396142692728557571t,"9 days after Pfizer vaccine , 16 year old Wisconsin female has cardiac arrest and dies  ",side-effect
2275,1285389610563047426t,Or are they preparing you for the infertility that the Covid vaccine will cause ? Who wants to volunteer ? ? ?,side-effect
8743,1343903856166637568t," I suspect deploying a low protection vaccine , ( like the Oxford one ) , and then exposing the vaccinated population to high volumes of virus will almost certainly cause mutations , which will make the current vaccines less effective and require new vaccines / vaccination programs again",ineffective
4459,1338281241460813826t,  add one more ... “ mRNA vaccines being produced by Pfizer and others will actually instruct the muscle cells of your own body to produce this HIV - 1 code . “ .. ,side-effect
2376,1251322915297132545t,"So one of BioNTech's investor is Bill and Melinda Gates . So BioNTech has an agreement with Fosun Pharma to make the vaccine in ... China . So question , would you take a vaccine with all these connections made in China ?",country
1564,1354272561157337088t,23 Die in Norway After Receiving Pfizer CCP Virus Vaccine  via ,side-effect
1408,1354116279540609028t," Is anybody investigating the massive increase in number of deaths in the over 80 ' s after they have been vaccinated ? This needs looking into , let's not walk forward blindly into another crisis : ",side-effect
232,1364350223162765314t,"Listen to me now . We will agree to do our Vaccine Passport only when you'll get a normal hair style , man . Never .  #BorisJohnson",mandatory
9483,1347468392043786240t, when will you be reporting on people becoming seriously ill from the covid vaccine ? Because it is happening .,side-effect
9601,1337763211119120384t,I will never fly United . This is wrong . So if your child doesn ’ t comply to fake science you are tossed away . They are using corporations to force us to obey . Next is forced Pfizer vaccination #stopthesteal,mandatory
8473,1361863592837066759t,  Don ’ t get upset people are just frightened . These new variants are casting doubt on the efficacy of vaccines . Many countries are saying our Oxford vaccine isn ’ t good enough and people are listening . Find out if these people can be referred back to their Gp if they want to risk it,ineffective
4137,1333085905444364290t,CDC panel plans meeting to discuss COVID - 19 vaccine distribution  Doubt there will be any problem with supply as demand has dropped through the basement . Public aware of Vaccine Safety Fraud and won't risk health for 99.9 % recovery,ineffective
1984,1354100519388770304t,Pfizer's CEO said the company is working on booster shots that could combat coronavirus variants  good gracious how many shots will we have to take be4 something goes wrong in our bodies on top of getting COVID - 19,pharma
552,1339398066928009216t,"Why can drugs and vaccines against a virus called SARS - CoV - 2 that allegedly provokes a disease called COVID - 19 be approved without any proof that a virus called SARS - CoV - 2 provokes an illness called COVID - 19 in humans , dear  ?",rushed
2708,1417719372479700994t,Anyone who takes that rubbish doesn't love themself . Will  take that useless rubbish of a vaccine or will he take Pfizer ? ,ineffective
8247,1265988270942490624t,"   Mandatory vaccine ? From people who can't accurately count the deaths , don't know whether Hydroxychloroquine works , who send elderly people with Covid back to nursing homes ? You first .",mandatory side-effect
4178,1371358877749538816t, That'll be the Oxford vaccine you so strenuously promoted ! ! Eh Gary .,none
1707,1264128729611042816t,"  Big pharma play at work to promote expensive vaccines . No comprehensive study of patients administered HCQ + zinc at the onset , or the outcomes . If Oxford vaccine succeeds , that will send big pharma actors into a huge depression . They're hoping Oxford Vax fails",pharma
4508,1325778224408911874t,   Depends if everyone is going to be forced to take the vaccine for a disease that has a 99 % + survival rate ... Given that behind this news the testing regime is nothing like normal pharma testing .,mandatory
6014,1374051111875776512t,"  If the vaccines are as great as we are being told they are , why should they care if those who are not vaccinated attend ? They and you would only be risks to each other . We used to call that something like freedom to make adult choices .",ineffective mandatory
8669,1363876889115377664t,"Yo if you have the covid vaccine and still social distance & wear your mask , you ’ re nothing short of a loser .",unnecessary
7864,1336414166538661888t,I think Congress and the Federal Government should be the * last * people given the COVID vaccine . The captain stays on the ship until the last passenger is off . It's both a motivator and a statement of solidarity . No American Left Behind .,political
8270,1276219822217539586t,"  Has he studied and followed the failed vaccines for Covid for the last 20 years . He's old enough to know about the failed animal trials , even as of last year . We have LIVED and STILL MAINTAINED LIFE with COVID ALL THESE YEARS , OVER 20 YEARS NOW , AND YOU'RE TRYING TO PLAY US NOW !",side-effect
1092,1362318960394444801t,BORIS is trying to get to ' ZERO COVID ' with a vaccine that DOESN'T STOP you catching covid ... 🤔 His PLAN is clearly to keep everyone LOCKED UP INDEFINITELY .,ineffective
8461,1341353177078231040t,Suspicions grow that nanoparticles in Pfizer ’ s COVID - 19 vaccine trigger rare allergic reactions ,ingredients side-effect
8081,1336798017056280576t,"Wait a minute , if they were able to create a vaccine for covid - 19 , how come they've never come up with a vaccine for the common cold ? Both of them are coronaviruses . Do we now have a cure for the common cold ? #COVID19 #COVID19Vaccine",ineffective
2373,1328328070663647233t,"  Sir , do you know the long term effects of having had a covid - 19 viral infection in your cells ? Me neither . If you want to consider tail risks of the vaccine , compare it to tail risks of the virus . But on the topic of mRNA degradation : ",side-effect
7398,1344736357437104142t,"The speed at which the Covid - 19 vaccines were developed is miraculous , but that may result in unintended consequences like allergic reactions . The NYTimes describes a doctor , who has a shellfish allergy , reporting a severe reaction to Moderna's vaccine . ",side-effect
8036,1341355865429975041t, The Pfizer vaccine has been far more problematic than anticipated . This article misses a reported death in Alabama . And the fact that only a few hundred vaccines were given in the Alaskan hospital . 3 in 400 allergic reactions there . No prior allergies . ,side-effect
8046,1352972754060931072t,"What ’ s the point of this vaccine if after I take it , I ’ m still going to be required to wear a mask , not attend gatherings , or travel ? ? There gotta be some actual benefits other than “ you might not catch COVID ” .",ineffective
8125,1318645716043091968t,"  WHY is ANYBODY listening to Ian Young ? He sits on the advisory board at AstraZeneca . Conflict of interest as they want to vaccinate EVERYONE . Also look at who owns AstraZeneca , good old kill Bill Gates . Time for him to go .",mandatory
3117,1314548705937289217t, For a flu with a 95 - 99 % survival rate NEVER ! Wake up people ! ,unnecessary
7038,1442361872993292288t,"Acute encephalitis , myoclonus and Sweet syndrome after mRNA - 1273 vaccine "" A patient presented with fever , generalised rash , confusion , orofacial movements and myoclonus after receiving the first dose of mRNA - 1273 vaccine from Moderna . "" ",side-effect
9537,1354720354493726723t,UK = Total domination by BIG PHARMA . Valneva begins large - scale vaccine manufacturing at its Livingston site in West Lothian . If ! ? ? The new vax gets the green light ! ! ! I ' d bet my last penny that it does 😱 😂 😂 😂 ,pharma
562,1311362435203444737t,"Next step from Boris will be forced vaccines courtesy of his mate Bill Gates ( nice cut for Cummings / Boris too ) , 2 tier system , no vaccine no access to NHS , shops , pubs etc ( immunity passport issued when vaccinated ) This time next year we going to wish we lived in North Korea",political
1134,1410167464214806539t,Man dies from rare blood clot after getting Moderna vaccine in first known case . ( He might have had a better chance just getting COVID ! ,side-effect
5886,1397842214110253060t,"While breathlessly claiming a PR effort that “ could be linked ” to Russia , major Western outlets are turning a blind eye to the very real report , authored by AstraZeneca , asking for better standards of data about vaccine safety . ",side-effect
3261,1432995144412774406t,"#Pfizer CEO on FOX : “ it was likely a vaccine resistant variant would emerge ” . Basically the vaccine supplier has told us that #CovidVaccine will not work . Indeed , #BigPharma are ready to promote new products “ against ” #Covid19 #CovidVaccineRollout ",pharma
1109,1358070808975790080t,Half of a senior's home died from the covid vaccine . HALF ! If you get an RNA vaccine you are a ) ignorant and deluded Of course ! the government cares about us or b ) forced into it because you work in the medical field . Get a lawyer .,ingredients mandatory side-effect
9495,1374521360186142722t,   Its not a vaccine like we had . Its an experimental vaccine . Kids are not dying from this virus so why do they need it ?,rushed unnecessary
4839,1376968267877715971t,"  I can send you * dozens * of examples of people in positions of major influence ( editors at nationally circulated papers or comparable ) , where they are recommending people who don't get a vaccine be locked in their house forever . They're already campaigning for concentration camps",mandatory
9093,1375504407048114183t, But that is mine and others risk to take ? The chances from dying from covid are very low . Why should I have a vaccine I ’ m not comfortable having ? I think this is to scare younger people into having it rather than “ saving lives ” IMO .,unnecessary
3892,1376533389268897795t, . Congratulations . Elderly dying off following vaccination ; and you want to make it difficult to work and enter establishments with being vaccinated : ,mandatory side-effect
2855,1371942356442886150t,This is where we ’ re at now . It ’ s turned into a cult Norwegian journalist says she'd ' LOVE TO DIE ' from AstraZeneca's vaccine if it helps win the ' war against the corona ' ,side-effect
3091,1366046861816168451t, At least they didn ’ t say Asymptomatic covid ... totally absurd notion .. a vaccine that protects against asymptomatic virus < < < seriously 😳 same as a bloody leg cast that protects against a leg that isn ’ t broken ... meaningless nonsensical dillusional pseudo science 🥱 🥱,unnecessary
7022,1348559105036836866t,"   ( 1 ) We haven't seen any or enough data yet to know the China vaccine is safe ( 2 ) 4000 sick from Pfizer ? Really ? How do you define "" sick "" ? Because we all know that vaccines do have side effects , usually around 5 to 10 % of people being vaccinated will experience some side / 2",side-effect
9649,1258746842315186178t,"COVID 19 mortality Stats have been hammered into our heads 24 / 7 by MSM Every day they report hard "" facts "" to justify our imprisonment to prove living in abject fear is the only sensible reaction and only the most expensive vaccine ever devised can possibly save us Please Wake Up",pharma
9181,1370752168123191301t,"Medical Examiner Not Jumping to Conclusions After Utah Mom Dies Following COVID - 19 Vaccination  via  : Don't take the Vaccines if you want to live . For some odd reason , The Chinese can now monitor you after the Vaccine ? ?",conspiracy side-effect
3815,1377258248861065217t,My congratulations to Ferguson Whitty Valance and Johnson . Operation Terror has been so successful my intelligent adult children say they won't hug me til I've had the vaccine ... they think they have a chance of killing me . I'm a fit healthy 57 .,unnecessary
165,1429407536118108167t,"  This being a different kind of product ( I refuse to call it vaccine , unlike Covaxin ) the risks are huge .. Cancer Risk and multi - generational Cancer risk being most alarming of them . I reiterate immunity boost will be zero . Check my warnings in 10 years time .",side-effect unnecessary
7774,1297804116257898497t,A Covid vaccine is NOT the silver bullet it's being made out to be This virus IS under control NOW and I am fed up with Whitty keeping his importance to the fore  via ,unnecessary
7957,1349344267165167618t,"DALEK IS SHOCKED , SHOCKED , THAT SINOVAC WOULD LIE ABOUT THE EFFECTIVENESS OF ITS COVID VACCINE . WELL ... NOT THAT SHOCKED . ",ineffective pharma
7187,1348860208987000837t, There is no approved vaccine for Covid at this time . There is only an investigational product intended for transfection of foreign genetic material.are you saying that children must participate in this study in order to get education paid for by their parents taxes ?,conspiracy ingredients
8830,1361881559029014529t, That's why I enjoyed the early interventions of Dr . Lee Merritt who explained that the gain of function mRNA work that created Covid - 19 and the cytokine storms that it involves is the same mRNA cytokine storm created by the vaccine .,side-effect
383,1333503606193082370t,"Serum Institute of India Denies Oxford Vaccine Volunteer Claims  Perfectly healthy before vax ( trial requires ) got vax , developed life threatening life long illness but just another coincidence . Remember Pharma has ZERO LIABILITY",pharma side-effect
2947,1255869965086920707t,"  Well , standards in the UK are much different there . Now they are not apart of the EU , who knows what they might approve . You can ’ t trial enough people & run the data in that short a time . They r assuming that the 1st trial works . No way I ’ d take that vaccine",rushed
7877,1343759727101022208t,Why don ’ t you get yourself Chinese vaccine 😂 Please get Sanjay Raut one too .,country
8086,1418229834778566656t,"             I just did . I reported I was a patient dead with Malaria due to the Pfizer vaccine , and I died 2 weeks before I took it . It accepted it no issue . The Yellow Card data is junk .",side-effect
8061,1232071709198602240t,"   You realise medical exemptions are granted AFTER the event ? That in CA permanent paralysis isn't recognised as exemption - worthy "" adverse reaction "" ? Do you get that if , of 3 siblings , 1st died 12 hrs post - vax & 2nd had ( lifelong ) seizures within 24 hrs , 3RD STILL WOULDN'T QUALIFY ?",side-effect
2915,1372231386287996930t,"20 + Countries Suspend Use of AstraZeneca Vaccine , But Regulators Insist ‘ Benefits Outweigh Risks ’ WHO and the EMA are investigating reports of blood clot - related injuries and deaths after the AstraZeneca COVID vaccine ",side-effect
3906,1286019977942892544t," What progress 😏 ? mRNA Moderna high risk of adverse effects , Oxford vax neither prevents transmission nor infection . They should drop this nonsense and stick to HCQ , Ivm , Budesonide , Zn etc , , ,",ineffective side-effect
3705,1355147401762381826t, From what I have read I wouldn ’ t take the J & J vaccine .,none
951,1339760684142227457t,"TRUMP , the DIRTY DUCKY is a MURDERER ! He was before all this confusion about delivery instructiins from Washington for more Pfizer vaccines . We don't trust The Duck . If he's not behind this , who is ? Is this one of his tantrums 😭 ? God Help Us ! 🙀 🐾",political
8883,1354585067058814978t,"A health care worker has died at UC Irvine Medical Center after receiving his second dose of Pfizer's coronavirus vaccine , the Orange County Register reported Tuesday .  ",side-effect
9300,1354928038622978051t,  There ’ s more people being killed by the vaccine than there are by lethal injection of people on death row !,side-effect
5099,1308171148367069185t,"I ’ ve always said it ’ s not about Covid & end game is The Vaccine . It ’ s in our faces ! Andrews says it everyday . But what sort of vaccine ? SCN , Draconian laws , Drones , contact tracing , cameras everywhere , phone tracking updates .. what is it setting us up for ? ",conspiracy
9559,1326136788574998528t,  Pfizer's jab is an RNA vaccine ( genetic material ) . From whence is this genetic material derived ? How does it attach itself to & modify our own RNA / DNA ? What are the possible side effects - especially long term ? Nobody knows so is it safe .,side-effect
5892,1342538421185642497t,"Whoops  Moderna COVID vaccine causes swelling , inflammation in patients who have cosmetic facial fillers",side-effect
2168,1353328659331997696t," My only question is this , if I can still get Covid and give it to others after getting the vaccine then why should I get it .",ineffective unnecessary
1479,1378862897586008064t,      Also herd immunity seems to be more of a fantasy when COVID is in question . Even those vaccinated are as susceptible to infection ( different strain ) as the non vaccinated one . The claim that the vaccines decrease the viral symptoms needs more justification,ineffective
9915,1423798333357793285t,Europe's drugs regulator on Friday concluded that cases of dizziness and tinnitus are linked to the administration of Johnson & Johnson's #coronavirus vaccine shot .  ,side-effect
6587,1364711470261493765t,    You know most of the people who ’ ve had the vaccine are really old right ? They are already far more likely to die than most others . It ’ s logic . A 90 year old is more likely to die than an 80 year old at any time interval .,side-effect
867,1337261262908977152t,Vaccines generally are not developed by individual people . Most are by teams as are all these covid vaccines . Fauci constantly lies . He approved the 3.7 mn NIH grant that lead to this mess illegally to a Chinese national researching SARS & created #COVID19,conspiracy pharma
7025,1330217696068317186t,    Apparently if you have the #Pfizer #vaccine you have to #selfisolate at - 70C for the rest of your life .,ineffective
4481,1299287956658716672t,"    is the most corrupted doctors ever witnessed on earth since Dr Mengel Nazi . Test of coronavirus came back positive on parrots , sheeps , watermelons ... billgates is financing non doctors organisation like Moderna .. and trying to call himself humanitary helpers : - /",conspiracy pharma political
1560,1381972660033355778t,* Coming from a public health worker * DO NOT and I repeat DO NOT get the Johnson & Johnson vaccine . It is being pulled from distribution to be further researched after causing adverse health effects on individuals who have received it . Please be safe y ’ all 🥺 🥺 🥺,side-effect
8456,1309326947693080580t, Death people and corona Trump keeps spreading the virus never did anything and never going to do anything waiting to do business with a non existent vaccine 🤢 🤮 😷 😷,political
8945,1352813059824205825t,va  Biden wants to squeeze an extra shot of vaccine out of every Pfizer vial . It requires special syringes . ,political
4069,1304818374392700928t,"   This is a joke , right ? Stopped testing for two days , because everyone was getting sick , and now they ’ re back to testing again ? So you figured out what was making everyone sick in two days huh ? ? ? This vaccine is getting more and more disturbing . Say No to mRNA ! ! !",side-effect
231,1365876987743641602t,"  If 47 % of the population wont get the vaccine , maybe dont blame it on the people not getting it , and learn about why we arent getting it , it's not the people's fault for a closed society , it's the governments fault ",none
4864,1373995149919977472t,""" States with high vaccination rates may indicate vaccination is spawning viral mutations that turn vaccinated individuals into superspreaders . The vaccine suppresses symptoms but fails to halt transmission . """,ineffective
2266,1296007212070912000t," Correct . Any vaccine rollout should be for those in the older / at risk / healthcare workers first , then scale upwards as needed . The damage that has been done through COVID won't be solved by a vaccine . Anyone that disagrees are either dumb / stupid / woke or any or all of the above ...",ineffective
7434,1305546728787992581t,It ’ s pronounced “ Fiz - er ” . The “ P ” and the “ we ’ re going to kill you with untested vaccines rushed under political pressure ” are silent . #Pfizer,rushed side-effect
2936,1403412116799901696t,JUST IN : FDA reportedly tells Johnson & Johnson to toss 60M COVID - 19 vaccine doses over contamination concerns  ,pharma
4632,1294329486658289665t,🔴 LIVE : President Trump URGENT News Conference from the White House THIS SOUNDS LIKE MANDATED MASKS & MANDATED GATES - MODERNA VACCINES without long - term studies on the adverse effects as one vax doesn't fit all -  via ,mandatory rushed side-effect
8777,1404445793185058821t,💉 COVID - 19 : An autistic 15 year old girl with down syndrome died 3 - 4 days after taking the Moderna vaccine from cardiac arrest . 🚫 ,side-effect
2796,1260435929430405120t,   has been wrong on EVERYTHING about COVID - 19 . He ’ s just drumming up business for the vaccine he ’ ll personally make money on . He is literally profiting from shutting down our livelihoods .,pharma
6588,1264158473526185987t,"Robert F . Kennedy , Jr . : Moderna ’ s “ Clinical Trial Results for Its Groundbreaking COVID Vaccine Could Not Be Much Worse ”  via ",ineffective
316,1262135864186023938t," Is talking the #COVID19 British vaccine as if we are about to achieve the Holy Grail , each year we have a flu jab , yet we never know which mutation will occur ! If we're lucky there may be some protection , the likelihood of #Oxford coming to our rescue is indeed slim .",ineffective
1747,1376699130962079746t,"  The same with me , I ’ m on Pradaxa due to AFib - there is no way I ’ ll accept the AstraZeneca vaccine .",none
3264,1337773643389079554t, The population reduction plan is probably already starting ... this Covid vaccine will probably give everyone who gets it cancer .,conspiracy side-effect
1269,1376508800170086401t," That's more like you Arlene ! Why not come right out and say it's one of your famous red - lines ? No vaccines to Ireland ! ' cos if you give them a vaccine they "" will keep coming back and looking for more ” . 🐊 🐊 🐊 ",none
1391,1339837162561351680t,"    If they were so confident in the damn thing , Pfizer wouldn't have immunity from prosecution . Just saying .",pharma
640,1343644502733557761t,"  Andy Murray needs to understand that COVID - 19 vaccines are not mandatory in every country or line of work . If Andy wants to take the vaccine , please take it for your own protection ( as I plan on doing ) , but don ’ t force anyone to take it .",mandatory
3648,1298356360103571456t, They can take everything away from me including my clothes . Put me up against a wall in front of a firing squad and I will still not take a poison vaccine . I will live to tell the tale and free us from this tyranny .,side-effect
8116,1376969914989211651t,I watched a tutorial from a RN in Atlanta who was black . They said that they mRNA protein that ’ s in Pfizer is bad for the melanin in people who are black . so could imagine being black and getting the covid vaccine And 1 of the side effects in 6 months is you get vitiligo 😔,ingredients side-effect
1292,1298110154970411009t,"  The CDC , the flu vaccine reduces the odds of getting the flu by about 60 % . Between 3 % and 11 % of the U . S . population gets infected and develops flu symptoms each year . 37.1 % US get the vaccine . What's all this mean ? Hell if I know but I haven't had a shot since I was in school .",ineffective
7829,1321481082693406730t,Soo ... the government has agreed to buy another vaccine that doesn't do shit . I expect the veterans administration will make another emergency purchase of a another bullshit medication that has no effectiveness . #COVIDIOTS ,ineffective
164,1336967296078778369t,"Coronavirus vaccine created by  causes allergic reaction during UK wide trial stages . This is just 1 of a number of short term effects it can have , wait until the long term effects start to raise there head . It's evidently not ready to be rolled out . #BiggestConEver",side-effect
1023,1352841081864544256t,"Let's break this down for what it actually is . After years of foreign policy blunders , Indian strongman PM flexes muscle as "" saviour "" . Sending only #OxfordAstraZeneca vaccine , while approving for its own citizens another unproven vaccine that has no Phase 3 efficacy data as yet .",rushed
7049,1327999770972073989t,    Lying or simply ready to decide the endemic has passed and the only way to do that in a convincing way is to pretend a vaccine is ready so people believe it . The vaccine will be placebic water so you believe you are safe but never had anything to fear to begin with .,rushed
6615,1307045616594415619t, He's right . He knows most of the population does not want a COVID vaccine . There will be plenty left over for you Jim .,none
9676,1333546110464430080t, So am I classified as a covidiot if I refuse a vaccine because it's my human right to do so ? I'm a key worker throughout pandemic and remained safe thus keeping those around me safe also Not seen family or friends within restrictions Not visited anywhere other than food shops ?,none
2563,1336667202594934785t,More proof that this vaccine is fundamentally unsafe - how may MP's have financial links with Pfizer and were the MHRA leaned on as it now appears they definitely were .,pharma
6512,1318872123142799360t,  I assume antibody dependent enhancement . Real risk with these vaccines . It can cause serious illness and death . I suspect this vaccine side effect is neurological on the basis that the oxford vaccine pause was for MS and TVM .,side-effect
5390,1336717564345544705t,"  Gotta agree . We already , in one day , know that there is an issue with the Pfizer vaccine ( bad reactions for those with certain allergies ) . Who else knows what might crop up with the limited testing the pharms did ? ",rushed side-effect
4096,1335161533895036928t,"Vaccine can infect you with Coronavirus and give you Covid - 19 , if you were never exposed to Covid before ! !",side-effect
4149,1370173127322431492t," I can ’ t help that the vaccine was made from aborted baby parts , which is why i can ’ t get the vaccine in good conscience . So I do live in fear of getting covid . I so wish i could get the vaccine , but I ’ m not getting something made from aborted embryos .",ingredients
8619,1346229776298729474t,"Portuguese health worker , 41 , dies two days after getting Pfizer covid vaccine in the UK Sonia Acevedo , 41 , suffered a ' sudden death ' on New Year's Day just 48 hours after receiving the jab . An autopsy is expected to take place later today or tomorrow ",side-effect
953,1292881487944192008t,I honestly don ’ t understand why people think Corona is going to ever be controlled or why a vaccine would ever be any more helpful than where we are at with the flu vaccine . This thing isn ’ t going anywhere . It ’ s here forever . We can ’ t contain it . So let ’ s move forward,ineffective
2025,1335287347135516674t," Appreciate all your hard work Mrs sturgeon , but with Pfizer track record and record pay outs in damages and an untested product for long term affects i politely refuse to partake in this experiment .",pharma rushed
7039,1364541640027893762t," What I don ’ t get is the vaccine doesn ’ t stop you contracting or spreading Covid so it makes no difference . Person A - Vaccine , can contract , can spread Person B - No vaccine , can contract , can spread Both are equal risk to any establishment and / country so how can you deny one ? 🤷 🏻 ‍ ♂ ️",side-effect
3986,1334859510293307393t,"So when your 92yr old granny gets the #covid19 vaccine , then dies 18 days later from her heart just stopping from old age ( as example ) , are you going to be happy then since it isn't a #Covid death ? Or do you think the vaccine will bring granny immortality ?",ineffective
5654,1404462727670730755t,"For the record , I considered getting the Novavax vaccine since September because I had ZERO trust in the mRNA vaccines and I was 100 % right about that . But if the safety profile is bad , I ’ m definitely not getting it . We need a thorough and honest read and discussion about this .",ineffective
7775,1320756672932024320t,"If trump and Boris Johnson recovered from covid 19 , why do * we * need a vaccine ?",unnecessary
5969,1366042929274494979t, Have you seen the article in the Mail that states the vaccine could Cure CANCERS and other illness . It should be removed immediately how on earth have they got away with printing this garbage to coerce people to get jabbed ! ! !,none
9875,1419671610802515968t,"If the Pfizer is only 39 % effective against corona's delta variant , why is Big COVID so aggressively attacking the unvaccinated ? Hello ?",ineffective
5191,1275555972241473536t,Reading they could have a covid vaccine ready by EOY . You ’ re trippen if you think I ’ m gonna let them inject me with some fast track vaccine they had to make from scratch .,rushed
884,1293454925754662912t,"   not true , oxford in england came out with a vaccine first , and they arent ready to give it out to people yet , so he is lying , it wont be safe if he rushes the trials",rushed side-effect
3566,1295768242992996353t,"  The optimistic estimates are ' next year ' , with 18 months being mentioned frequently That said , considering they've NEVER been able to create an effective vaccine for a corona type virus would suggest we shouldn't hold our breath Of course , the $ flow from claiming to be close",ineffective
1729,1377161226589888512t,  5000 dead in the States from post vaccination complications including blood clotting in under 50s - the demographic who would be extremely unlikely to ever die from Covid ? ? ? I know where the risk actually lies,side-effect
411,1367172068257783808t,"Has any #LongCovid sufferers had the Oxford vaccine and it's resulted in really bad side effects , and worsening of covid related symptoms ? Had vaccine Monday morning , and I've had a hideous 48 hours . Am wondering if it's down to having long Covid and the vaccine antagonizes it",side-effect
761,1294460220979187713t,"Russia's Top Respiratory Doc Quits , alleging "" Gross Ethics Violations "" by Russian scientists rushing an untested and certainly ineffective vaccine . Brazil's Duterte Says He'll Be Guinea Pig For Putin's wacky untested crackpot Vaccine ",ineffective rushed
8975,1294599798029524995t,"  I feel like suboptimal vaccines are being pushed into population . FDA approves phase 3 without peer review for moderna . What is going on here ? People deserve the best vaccine , not the worst ! #ino4800 #inovio",rushed
6568,1255916474255826944t,"No alternative that will fill your pockets that is ... and let ’ s all be reminded , vaccination does not equal immunization .",ineffective pharma
1139,1377405394927034369t,    Yes . Because you can ’ t prove the vaccination caused anything . They will say it was coincidental . He ’ s been released because his enzymes are trending down and his pneumonia is clearing up but he definitely had a reaction to the vaccine .,side-effect
